,Unnamed: 0,word,entity_group
1274,44,"disposizione,;cordiali",others
1275,45,saluti;At,others
1276,46,your,others
1277,47,"disposal,",others
1278,48,;best,others
1279,49,"regards,;",others
1280,50,;Elisabetta,others
1281,51,Endrizzi;,others
1282,52,cifralluminio srl,company
1283,0,Ciao,others
1284,1,"Dario,",others
1285,2,buon,others
1286,3,lunedì,others
1287,4,😊;sono,others
1288,5,con,others
1289,6,la,others
1290,7,presente,others
1291,8,a,others
1292,9,chiederti,others
1293,10,quotazione,others
1294,11,C&F,others
1295,12,per,others
1296,13,spedizione,others
1297,14,del,others
1298,15,22/09/2023,others
1299,16,via,others
1300,17,aerea,others
1301,18,SAMSUN,others
1302,19,TURCHIA,others
1303,20,:;NR,others
1304,21,73,quantity
1305,22,CARTONI,package_type
1306,23,;PESO,others
1307,24,TOTALE,others
1308,25,LORDO,others
1309,26,"KG 1.570,00",weight
1310,0,"Ciao,;Potresti",others
1311,1,per,others
1312,2,favore,others
1313,3,farmi,others
1314,4,avere,others
1315,5,quotazione,others
1316,6,per,others
1317,7,una,others
1318,8,spedizione,others
1319,9,in,others
1320,10,Islanda,delivery_state
1321,11,da;effettuarsi,others
1322,12,a,others
1323,13,fine,others
1324,14,settimana,others
1325,15,prossima?;DESTINAZIONE:,others
1326,16,GUNNI SIG EHF - LAXATUNGA 35 -,others
1327,17,270,others
1328,18,MOSFELLSBAER - IS,others
1329,19,;VALORE,others
1330,20,MERCE:,others
1331,21,Euro,others
1332,22,"14.477,9;COLLI:",others
1333,23,n,others
1334,24,4;PESO,others
1335,25,LORDO:,others
1336,26,"Kg 75,02",weight
1337,27,;Grazie,others
1338,28,e,others
1339,29,buon,others
1340,30,"lavoro,;Alessandra",others
1341,31,Finardi;Sales,others
1342,32,Dept.;,others
1343,33,CSAR GUERINI SRL,company
1344,0,Buongiorno,others
1345,1,"Dario,;mi",others
1346,2,servirebbe,others
1347,3,quotazione,others
1348,4,Canada,delivery_state
1349,5,"sotto,",others
1350,6,resa,others
1351,7,DAP,delivery_port
1352,8,con,others
1353,9,dazi,others
1354,10,ed,others
1355,11,iva,others
1356,12,a,others
1357,13,carico,others
1358,14,dell’importare;E,others
1359,15,PREAVVISO,others
1360,16,ALLO,others
1361,17,SCARICO,others
1362,18,INCLUSO,others
1363,19,NEL,others
1364,20,PREZZO.;,others
1365,21,;Restando,others
1366,22,a,others
1367,23,"disposizione,;cordiali",others
1368,24,saluti;At,others
1369,25,your,others
1370,26,"disposal,",others
1371,27,;best,others
1372,28,"regards,;",others
1373,29,;Elisabetta,others
1374,30,Endrizzi;,others
1375,31,;cifralluminio srl,company
1376,0,"Carlo,;mi",others
1377,1,potresti,others
1378,2,quotare,others
1379,3,anche:;Il,others
1380,4,Heung,delivery_port
1381,5,corea sud,delivery_state
1382,6,;,others
1383,7,4Gx47x47,measures
1384,8,Kg:78.40,weight
1385,9,;Solo,others
1386,10,armi,others
1387,11,di,others
1388,12,modesta,others
1389,13,capacit,others
1390,14,offensiva;Tommaso;,others
1391,15,Pardini Armi srl,company
1392,16,;Via Italica 154/A;,others
1393,17,55041,others
1394,18,Lido di Camaiore (LU),others
1395,19,Italy,others
1396,0,Mi,others
1397,1,fareste,others
1398,2,avere,others
1399,3,quotazione,others
1400,4,per,others
1401,5,la,others
1402,6,spedizione,others
1403,7,in,others
1404,8,oggetto?;NR.,others
1405,9,4,quantity
1406,10,CRTNS,package_type
1407,11,TOTALI,others
1408,12,-,others
1409,13,PESO,others
1410,14,"88,21 KG",weight
1411,15,;-,others
1412,16,NR.,others
1413,17,1,quantity
1414,18,CM 50X43X31,measures
1415,19,;-,others
1416,20,NR.,others
1417,21,1,quantity
1418,22,CM 35X32X29;,measures
1419,23,-,others
1420,24,NR.,others
1421,25,2,quantity
1422,26,CM 110X36X60,measures
1423,27,;Sono,others
1424,28,pistole s.a. + fucili s.a. + carrelli,others
1425,29,;Grazie,others
1426,30,e,others
1427,31,buona,others
1428,32,serata!;--,others
1429,33,;Cordiali,others
1430,34,Saluti,others
1431,35,/,others
1432,36,Best,others
1433,37,regards;Export,others
1434,38,Department;Roberta,others
1435,39,Bianchi;,others
1436,40,FRATELLI TANFOGLIO S.R.L.,company
1437,0,;Ciao,others
1438,1,"Sonia,",others
1439,2,;,others
1440,3,;per,others
1441,4,favore,others
1442,5,mi,others
1443,6,servirebbe,others
1444,7,preventivo,others
1445,8,per,others
1446,9,spedizione,others
1447,10,in,others
1448,11,Kuwait,delivery_port
1449,12,(,others
1450,13,Kuwait,others
1451,14,City,others
1452,15,);per:;,others
1453,16,;n.,others
1454,17,4,quantity
1455,18,cartoni,package_type
1456,19,;kg. 125,weight
1457,20,;m,others
1458,21,"c 0,4",others
1459,22,;,others
1460,23,;grazie;,others
1461,24,;Martina,others
1462,25,LEPRI;International,others
1463,26,Sales,others
1464,27,Dept.;,others
1465,28,;,others
1466,29,;,others
1467,30,FABARM S.p.A.,company
1468,31,;Via,others
1469,32,"Averolda,",others
1470,33,31,others
1471,34,I,others
1472,35,25039,others
1473,36,TRAVAGLIATO (BS),others
1474,37,I,others
1475,38,ITALY,others
1476,0,;Ciao,others
1477,1,"Sonia,",others
1478,2,;,others
1479,3,;tutto,others
1480,4,bene?,others
1481,5,:);,others
1482,6,;mi,others
1483,7,servirebbe,others
1484,8,preventivo,others
1485,9,pe,others
1486,10,spedizione,others
1487,11,in,others
1488,12,Macedonia,pickup_state
1489,13,–,others
1490,14,Skopje –,delivery_port
1491,15,per,others
1492,16,n.,others
1493,17,14,quantity
1494,18,cartoni,package_type
1495,19,/ kg 350,weight
1496,20,;,others
1497,21,;cliente,others
1498,22,DI,others
1499,23,MAN CO (Mr Man,others
1500,24,"gutov),",others
1501,25,che,others
1502,26,conoscete.;,others
1503,27,";Ciao,",others
1504,28,grazie;,others
1505,29,;Martina,others
1506,30,LEPRI;International,others
1507,31,Sales,others
1508,32,Dept.;,others
1509,33,;,others
1510,34,;,others
1511,35,FABARM S.p.A.,company
1512,36,;Via,others
1513,37,"Averolda,31",others
1514,38,I,others
1515,39,25039,others
1516,40,TRAVAGLIATO (BS),others
1517,0,Buongiorno,others
1518,1,"ragazzi,;per",others
1519,2,domani,others
1520,3,possiamo,others
1521,4,procedere,others
1522,5,con,others
1523,6,il,others
1524,7,ritiro,others
1525,8,e,others
1526,9,l’imbarco,others
1527,10,sul,others
1528,11,primo,others
1529,12,volo,others
1530,13,utile,others
1531,14,della,others
1532,15,seguente,others
1533,16,cassa,others
1534,17,pronta,others
1535,18,per,others
1536,19,partire:;MISURE,others
1537,20,DEFINITIVE:;,others
1538,21,1,quantity
1539,22,CASSA,package_type
1540,23,CM,others
1541,24,. 225X87X172H,measures
1542,25,–,others
1543,26,KG 640,weight
1544,27,;CONSIGNEE:;J.E.,others
1545,28,"Richards,",others
1546,29,Inc.;,others
1547,30,4600,pickup_cap
1548,31,"Hargrove Dr. Suite 100 Lanham, MD",pickup_location
1549,32,20706,pickup_cap
1550,33,-U.S.A.;CONTACT,others
1551,34,BEFORE,others
1552,35,DELIVERY:;Cain,others
1553,36,Clark,others
1554,37,;P,others
1555,38,301,others
1556,39,345,others
1557,40,1300,others
1558,41,C,others
1559,42,240,others
1560,43,446,others
1561,44,3707;Mi,others
1562,45,raccomando,others
1563,46,viste,others
1564,47,le,others
1565,48,dimensioni,others
1566,49,della,others
1567,50,cassa,others
1568,51,è,others
1569,52,bene,others
1570,53,che,others
1571,54,si,others
1572,55,parlino,others
1573,56,prima,others
1574,57,di,others
1575,58,andare,others
1576,59,in,others
1577,60,consegna!;,others
1578,61,;Attendo,others
1579,62,conferma,others
1580,63,della,others
1581,64,fattibilità,others
1582,65,e,others
1583,66,voli,others
1584,67,"previsti,",others
1585,68,e,others
1586,69,conferma,others
1587,70,della,others
1588,71,quotazione,others
1589,72,"aggiornata,",others
1590,73,;,others
1591,74,;Restando,others
1592,75,a,others
1593,76,"disposizione,;cordiali",others
1594,77,saluti;At,others
1595,78,your,others
1596,79,"disposal,",others
1597,80,;best,others
1598,81,"regards,;",others
1599,82,;Elisabetta,others
1600,83,Endrizzi;,others
1601,84,cifralluminio srl,company
1602,0,Ti,others
1603,1,chiedo,others
1604,2,anche,others
1605,3,una,others
1606,4,quotazione,others
1607,5,per,others
1608,6,il,others
1609,7,cliente,others
1610,8,indiano,others
1611,9,Mangla,delivery_port
1612,10,.,others
1613,11,;Come,others
1614,12,al,others
1615,13,solito,others
1616,14,con,others
1617,15,le,others
1618,16,sotto-polizze;Totale,others
1619,17,colli,package_type
1620,18,25 Kg: 143,weight
1621,19,47x25x20;,measures
1622,0,Priorit:,others
1623,1,Alta;Ciao,others
1624,2,"Sonia,;per",others
1625,3,favore,others
1626,4,mi,others
1627,5,servirebbe,others
1628,6,preventivo,others
1629,7,per,others
1630,8,sped.,others
1631,9,a,others
1632,10,Malta,pickup_state
1633,11,;sono,others
1634,12,4,others
1635,13,crt,others
1636,14,/,others
1637,15,90kg,weight
1638,16,;grazie!;,others
1639,17,;Martina,others
1640,18,LEPRI;International,others
1641,19,Sales,others
1642,20,Dept.;,others
1643,21,FABARM S.p.A.,company
1644,22,";Via Averolda,31",others
1645,23,I,others
1646,24,25039,others
1647,25,TRAVAGLIATO (BS),others
1648,26,I,others
1649,27,ITALY,others
1650,0,Buon,others
1651,1,pomeriggio,others
1652,2,Dario,others
1653,3,e,others
1654,4,"Carlo,;mi",others
1655,5,potreste,others
1656,6,quotare,others
1657,7,una,others
1658,8,spedizione,others
1659,9,per,others
1660,10,Malesia,delivery_state
1661,11,:;,others
1662,12,1,quantity
1663,13,collo,package_type
1664,14,:,others
1665,15,47x25x40,measures
1666,16,10 Kg,weight
1667,17,;Cliente,others
1668,18,in,others
1669,19,allegato,others
1670,20,;Fatemi,others
1671,21,sapere,others
1672,22,anche,others
1673,23,se,others
1674,24,fa,others
1675,25,scalo,others
1676,26,che,others
1677,27,mi,others
1678,28,serve,others
1679,29,per,others
1680,30,la,others
1681,31,documentazione.;Tommaso;,others
1682,32,;,others
1683,33,Pardini Armi srl,company
1684,34,;Via Italica 154/A,others
1685,35,;,others
1686,36,55041,others
1687,37,Lido di Camaiore (LU),others
1688,38,Italy,others
1689,0,Ciao,others
1690,1,"Carlo,;Come",others
1691,2,stai?,others
1692,3,Tutto,others
1693,4,bene?;Ho,others
1694,5,pronta,others
1695,6,una,others
1696,7,spedizione,others
1697,8,Benelli,incoterms
1698,9,+,others
1699,10,Franchi,delivery_port
1700,11,per,others
1701,12,la,others
1702,13,Turchia,pickup_state
1703,14,e,others
1704,15,la,others
1705,16,mia,others
1706,17,corrispondente,others
1707,18,di,others
1708,19,Stoeger,others
1709,20,",",others
1710,21,"Birgül, mi chiede la miglior quotazione che possiate fargli.;Si tratta di :;Benelli",others
1711,22,;,others
1712,23,Cartons,package_type
1713,24,74,quantity
1714,25,;Gross,others
1715,26,weight,others
1716,27,"kg 1.776,020",weight
1717,28,;,others
1718,29,;,others
1719,30,Franchi,others
1720,31,;,others
1721,32,Cartons,package_type
1722,33,11,quantity
1723,34,;Gross,others
1724,35,Weight,others
1725,36,"kg 189,300",weight
1726,37,;,others
1727,38,;Allego,others
1728,39,il,others
1729,40,dettaglio,others
1730,41,della,others
1731,42,merce,others
1732,43,(le,others
1733,44,Proforme),others
1734,45,e,others
1735,46,le,others
1736,47,dimensioni,others
1737,48,dei,others
1738,49,colli.;Attendo,others
1739,50,vostra,others
1740,51,"risposta,",others
1741,52,grazie,others
1742,53,mille.;Assunta;Assunta,others
1743,54,Grimani;,others
1744,55,;Export,others
1745,56,Sales;,others
1746,57,Benelli Armi S.p.A.,company
1747,0,Ciao,others
1748,1,"Mirko,;Gentilmente",others
1749,2,mi,others
1750,3,servirebbe,others
1751,4,un’offerta,others
1752,5,per,others
1753,6,un,others
1754,7,40,quantity
1755,8,BOX,package_type
1756,9,da,others
1757,10,inoltrare,others
1758,11,ai,others
1759,12,colleghi,others
1760,13,della,others
1761,14,filiale,others
1762,15,canadese,delivery_state
1763,16,Copio e,others
1764,17,incollo,others
1765,18,dalla,others
1766,19,loro,others
1767,20,email:;,others
1768,21,;*,others
1769,22,Incoterms:,others
1770,23,CPT,incoterms
1771,24,;*,others
1772,25,Shipment,others
1773,26,to,others
1774,27,be,others
1775,28,booked,others
1776,29,to,others
1777,30,Port,others
1778,31,of Halifax/Montreal,delivery_port
1779,32,with final destination,others
1780,33,"Bolton, ON",pickup_location
1781,34,via,others
1782,35,rail,others
1783,36,;,others
1784,37,;Grazie;,others
1785,38,;,others
1786,39,;Cordiali,others
1787,40,saluti,others
1788,41,|,others
1789,42,Best,others
1790,43,regards;Luca,others
1791,44,Spreafico;Material,others
1792,45,Management,others
1793,46,Expert;,others
1794,47,PERI S.r.l.,company
1795,48,∙,others
1796,49,Casseforme,others
1797,50,Impalcature,others
1798,51,Ingegneria,others
1799,52,|,others
1800,53,Formwork Scaffolding,others
1801,54,Engineering;,others
1802,55,;Ufficio:,others
1803,56,Via,others
1804,57,Archimede,others
1805,58,23,others
1806,59,∙,others
1807,60,208,others
1808,61,64,others
1809,62,Agrate Brianza (MB),others
1810,63,∙,others
1811,64,Italia,others
1812,65,|,others
1813,66,Italy;Magazzino:,others
1814,67,Via,others
1815,68,1°,others
1816,69,Maggio,others
1817,70,19,others
1818,71,∙,others
1819,72,260,others
1820,73,10,others
1821,74,Po,others
1822,75,zzaglio ed Uniti (CR),others
1823,0,Buongiorno,others
1824,1,"Mirko,;avremmo",others
1825,2,bisogno,others
1826,3,della,others
1827,4,quotazione,others
1828,5,per,others
1829,6,spedire,others
1830,7,un,others
1831,8,container,others
1832,9,20,others
1833,10,piedi,others
1834,11,a,others
1835,12,questo,others
1836,13,indirizzo:;,others
1837,14,BICAST,delivery_port
1838,15,INC,incoterms
1839,16,;,others
1840,17,william,delivery_port
1841,18,sburg;,others
1842,19,231K Parkway Drive;Williamsburg,pickup_location
1843,20,23185,pickup_cap
1844,21,;Il,others
1845,22,"materiale,",others
1846,23,10,quantity
1847,24,bancali,package_type
1848,25,di,others
1849,26,"calendari,",others
1850,27,è,others
1851,28,già,others
1852,29,pronto,others
1853,30,da,others
1854,31,ritirare,others
1855,32,prezzo,others
1856,33,CARTOTECNICA,others
1857,34,2,quantity
1858,35,EMME,package_type
1859,36,",",others
1860,37,BASSANO DEL GRAPPA,pickup_location
1861,0,Ciao,others
1862,1,a,others
1863,2,"tutti,;",others
1864,3,;vi,others
1865,4,chiedo,others
1866,5,gentilmente,others
1867,6,alcune,others
1868,7,info,others
1869,8,per,others
1870,9,una,others
1871,10,spedizione,others
1872,11,a,others
1873,12,North Sylva-Canada,delivery_location
1874,13,che,others
1875,14,vorremmo,others
1876,15,organizzare,others
1877,16,per,others
1878,17,la,others
1879,18,fine,others
1880,19,di,others
1881,20,Luglio;,others
1882,21,;Vorrei,others
1883,22,sapere,others
1884,23,se,others
1885,24,avete,others
1886,25,degli,others
1887,26,schedulati,others
1888,27,delle,others
1889,28,partenze,others
1890,29,Navi,delivery_port
1891,30,e,others
1892,31,il,others
1893,32,transit,others
1894,33,time.,others
1895,34,Dobbiamo,others
1896,35,fare,others
1897,36,avere,others
1898,37,la,others
1899,38,merce,others
1900,39,al,others
1901,40,cliente,others
1902,41,per,others
1903,42,la,others
1904,43,settimana,others
1905,44,34,others
1906,45,(21/08,others
1907,46,–,others
1908,47,25/08);,others
1909,48,;Vi,others
1910,49,chiedo,others
1911,50,inoltre,others
1912,51,una,others
1913,52,quotazione,others
1914,53,per,others
1915,54,un,others
1916,55,container,container
1917,56,20ft oppure 40ft,measures
1918,57,;,others
1919,58,;,others
1920,59,;Vi,others
1921,60,ringrazio,others
1922,61,in,others
1923,62,anticipo,others
1924,63,e,others
1925,64,resto,others
1926,65,a,others
1927,66,disposizione;,others
1928,67,;Buon,others
1929,68,lavoro;,others
1930,69,;,others
1931,70,;Luigi,others
1932,71,Buffoli;,others
1933,72,;,others
1934,73,;Chiapp,others
1935,74,a Firearms SRL | Int’l operation and Logistics,company
1936,75,;Via,others
1937,76,"Milano,",others
1938,77,2,others
1939,78,-,others
1940,79,Azzano Mella (BS,others
1941,80,),others
1942,81,Italy,others
1943,0,Buongiorno,others
1944,1,"Chiara,;con",others
1945,2,la,others
1946,3,presente,others
1947,4,ti,others
1948,5,invio,others
1949,6,le,others
1950,7,istruzioni,others
1951,8,per,others
1952,9,il,others
1953,10,seguente,others
1954,11,ritiro,others
1955,12,per,others
1956,13,un,others
1957,14,nuovo,others
1958,15,ordine,others
1959,16,del,others
1960,17,ns.cliente,others
1961,18,Armengol-Argentina,delivery_port
1962,19,",",others
1963,20,ti,others
1964,21,chiedo,others
1965,22,gentilmente,others
1966,23,la,others
1967,24,vostra,others
1968,25,miglior,others
1969,26,quotazione,others
1970,27,per,others
1971,28,la,others
1972,29,nave,others
1973,30,disponibile,others
1974,31,per,others
1975,32,la,others
1976,33,prima,others
1977,34,settimana,others
1978,35,di,others
1979,36,luglio,others
1980,37,per,others
1981,38,la,others
1982,39,seguente,others
1983,40,merce:;,others
1984,41,;OC,others
1985,42,N°68,others
1986,43,1,quantity
1987,44,CORPI/CONI,package_type
1988,45,;N°25,quantity
1989,46,PALLETS,package_type
1990,47,MIS,others
1991,48,.98X86X83H,measures
1992,49,;PALLETS,package_type
1993,50,DA,others
1994,51,SOVRAPPORRE,others
1995,52,;PESO,others
1996,53,LORDO,others
1997,54,TOT,others
1998,55,KG.,weight
1999,56,7209,weight
2000,57,CIRCA;RESA:,others
2001,58,CFR,incoterms
2002,59,BUENOS AIRES ;NOLO:,delivery_state
2003,60,MARE; ;Destinazione: ARMENGOL SA ; FRANCISCO CAFFERATA 3281 (CP 1852) ;,others
2004,61,PARQUE INDUSTRIAL BURZACO ;01852 BUENOS,others
2005,62,AIRES,others
2006,63,ARGENTINA,others
2007,64,;,others
2008,65,;Da,others
2009,66,ritirare,others
2010,67,presso,others
2011,68,il,others
2012,69,nostro,others
2013,70,magazzino:;MP,others
2014,71,GAS CONTROLS S.p.A.,company
2015,72,;VIA,others
2016,73,NEZIOLE,others
2017,74,",",others
2018,75,2;,others
2019,76,25055,others
2020,77,PISOGNE (BS),others
2021,78,;Orari,others
2022,79,magazzino:,others
2023,80,12-Aug,others
2024,81,–,others
2025,82,13:30/17:30;,others
2026,83,;La,others
2027,84,merce,others
2028,85,è,others
2029,86,pronta,others
2030,87,al,others
2031,88,ritiro,others
2032,89,venerdì,others
2033,90,30/06/2023,others
2034,91,ore,others
2035,92,14:00.;,others
2036,93,;Per,others
2037,94,favore,others
2038,95,in,others
2039,96,offerta,others
2040,97,indicare,others
2041,98,la,others
2042,99,prima,others
2043,100,nave,others
2044,101,disponibile,others
2045,102,in,others
2046,103,partenza,others
2047,104,x,others
2048,105,la,others
2049,106,prima,others
2050,107,settimana,others
2051,108,di,others
2052,109,luglio,others
2053,110,con,others
2054,111,data,others
2055,112,partenza,others
2056,113,e,others
2057,114,data,others
2058,115,arrivo,others
2059,116,nave,others
2060,117,+,others
2061,118,nome,others
2062,119,della,others
2063,120,nave.;,others
2064,121,;Attendiamo,others
2065,122,quotazione;,others
2066,123,;Buona,others
2067,124,giornata;,others
2068,125,;Federica,others
2069,126,Damisella;Logistic,others
2070,127,Dept.;,others
2071,128,;MP,company
2072,129,GAS CONTROLS S.p.A.,company
2073,130,;Via,others
2074,131,Neziole,others
2075,132,2,others
2076,133,-,others
2077,134,25055,others
2078,135,Pisogne (BS),others
2079,0,Buongiorno,others
2080,1,"Mirko,;avremmo",others
2081,2,bisogno,others
2082,3,di,others
2083,4,spedire,others
2084,5,un,others
2085,6,container,commodity
2086,7,20,quantity
2087,8,piedi,others
2088,9,a,others
2089,10,questo,others
2090,11,indirizzo:,others
2091,12,12,pickup_location
2092,13,Airpark,pickup_location
2093,14,Road;,pickup_location
2094,15,3784,pickup_cap
2095,16,–,others
2096,17,West,pickup_location
2097,18,Lebanon,pickup_location
2098,19,(,pickup_location
2099,20,NH);,pickup_location
2100,21,USA;,delivery_state
2101,22,"Il materiale, ",others
2102,23,10,quantity
2103,24,"bancali di calendari, ",package_type
2104,25,potrebbe essere pronto già venerdì 19 (da confermare) a,others
2105,26,Bassano d. G.,pickup_location
2106,27,(CARTOTECNICA,others
2107,28,2,others
2108,0,Ciao,others
2109,1,"Sonia,",others
2110,2,;,others
2111,3,;per,others
2112,4,favore,others
2113,5,mi,others
2114,6,servirebbe,others
2115,7,preventivo,others
2116,8,per,others
2117,9,spedizione,others
2118,10,in,others
2119,11,Canada,pickup_state
2120,12,–,others
2121,13,Calgary,delivery_port
2122,14,–,others
2123,15,per:;,others
2124,16,;n.,others
2125,17,19,others
2126,18,cartoni,others
2127,19,;kg,others
2128,20,"470;mc 2,5",others
2129,21,;,others
2130,22,;cliente,others
2131,23,KORTH,others
2132,24,GROUP;,others
2133,25,";ciao,",others
2134,26,grazie,others
2135,27,;,others
2136,28,;Martina,others
2137,29,LEPRI;International,others
2138,30,Sales,others
2139,31,Dept.;,others
2140,32,;;,others
2141,33,;,others
2142,34,FABARM S.p.A.,company
2143,35,;Via,others
2144,36,"Averolda,",others
2145,37,31,others
2146,38,I,others
2147,39,25039,others
2148,40,TRAVAGLIATO (BS),others
2149,41,I,others
2150,42,ITALY,others
2151,0,Ciao,others
2152,1,"Sonia,;",others
2153,2,;mi,others
2154,3,mandi,others
2155,4,quotazione,others
2156,5,per,others
2157,6,Powell,delivery_port
2158,7,nr.,others
2159,8,3,others
2160,9,cartoni,others
2161,10,kg lordi 30,others
2162,11,;,others
2163,12,;sul,others
2164,13,10,others
2165,14,o,others
2166,15,12,others
2167,16,luglio?;,others
2168,17,";Grazie,;",others
2169,18,;Barbara;,others
2170,19,;RIZZINI SRL,company
2171,20,;,others
2172,21,Via 2 Giugno 7/7 bis,others
2173,22,;,others
2174,23,25060,others
2175,24,MARCHENO ( BS ),others
2176,0,Ciao,others
2177,1,a,others
2178,2,tutti!;Riuscireste,others
2179,3,per,others
2180,4,cortesia,others
2181,5,a,others
2182,6,darmi,others
2183,7,quotazione,others
2184,8,aggiornata,others
2185,9,sulla,others
2186,10,base,others
2187,11,della,others
2188,12,richiesta,others
2189,13,sottostante?;,others
2190,14,;Grazie,others
2191,15,mille,others
2192,16,e,others
2193,17,buona,others
2194,18,giornata.;,others
2195,19,;Clarissa,others
2196,20,Griotti;,others
2197,21,;,others
2198,22,C.D. Europe SRL,company
2199,0,Buongiorno,others
2200,1,"Dario,",others
2201,2,;,others
2202,3,;avrei,others
2203,4,una,others
2204,5,spedizione,others
2205,6,pronta,others
2206,7,per,others
2207,8,il,others
2208,9,Canada,pickup_state
2209,10,",",others
2210,11,si,others
2211,12,tratta,others
2212,13,di,others
2213,14,:;,others
2214,15,;,others
2215,16,1,quantity
2216,17,cartone,package_type
2217,18,;,others
2218,19,"50,5x31,5x36,5;",measures
2219,20,;,others
2220,21,19,quantity
2221,22,cartoni,package_type
2222,23,;50x37x60;,measures
2223,24,;,others
2224,25,1,quantity
2225,26,cartone,package_type
2226,27,;,others
2227,28,"72x50x41,5;",measures
2228,29,;Tot,others
2229,30,21,total_quantity
2230,31,cartoni,package_type
2231,32,;Volume,others
2232,33,"2,354;",total_volume
2233,34,Kg 320,weight
2234,35,circa;,others
2235,36,;Mi,others
2236,37,faresti,others
2237,38,un,others
2238,39,preventivo,others
2239,40,e,others
2240,41,mi,others
2241,42,confermi,others
2242,43,comunque,others
2243,44,il,others
2244,45,ritiro,others
2245,46,per,others
2246,47,domani?;,others
2247,48,;Grazie,others
2248,49,;,others
2249,50,;,others
2250,51,;,others
2251,52,Edea Srl,company
2252,0,Dario,others
2253,1,"ciao,;mi",others
2254,2,servirebbe,others
2255,3,un,others
2256,4,buon,others
2257,5,prezzo(,others
2258,6,tutto,others
2259,7,incluso,others
2260,8,RESA,others
2261,0,Buongiorno,others
2262,1,"Sonia,;;",others
2263,2,Avrei,others
2264,3,bisogno,others
2265,4,di,others
2266,5,quotazione,others
2267,6,per,others
2268,7,la,others
2269,8,spedizione,others
2270,9,in,others
2271,10,oggetto:;NR,others
2272,11,3,quantity
2273,12,CRTNS,package_type
2274,13,-,others
2275,14,CM 35X32X29,measures
2276,15,;PESO:,others
2277,16,"63,54 Kgs",weight
2278,17,;Sitratta,others
2279,18,di,others
2280,19,parti,others
2281,20,NON,others
2282,21,a,others
2283,22,Nulla,others
2284,23,Osta.;;;Grazie,others
2285,24,in,others
2286,25,"anticipo,;Roberta",others
2287,26,;--,others
2288,27,;Cordiali,others
2289,28,Saluti,others
2290,29,/,others
2291,30,Best,others
2292,31,regards;Export,others
2293,32,Department;Roberta,others
2294,33,Bianchi;,others
2295,34,FRATELLI TANFOGLIO S.R.L.,company
2296,0,50x50x150 cm;,measures
2297,1,;,others
2298,2,;Cordialmente,others
2299,3,/,others
2300,4,Kind,others
2301,5,regards;Nicole,others
2302,6,Ghirardini;;,others
2303,7,"SABATTI SPA;Via Alessandro Volta, 90;",company
2304,8,25063,others
2305,9,"Gardone Val Trompia - Brescia,",others
2306,10,Italia,others
2307,0,Buongiorno,others
2308,1,"Chiara,;ti",others
2309,2,chiedo,others
2310,3,gentilmente,others
2311,4,quotazione,others
2312,5,per,others
2313,6,ritiro,others
2314,7,merce,others
2315,8,presso,others
2316,9,il,others
2317,10,nostro,others
2318,11,cliente,others
2319,12,Casale,others
2320,13,Australia,delivery_state
2321,14,:;,others
2322,15,;,others
2323,16,N°3,quantity
2324,17,PALLETS,package_type
2325,18,MIS.100X120X120H,measures
2326,19,;,others
2327,20,PALLET,package_type
2328,21,DA,others
2329,22,SOVRAPPORRE,stackable
2330,23,;PESO,others
2331,24,LORDO,others
2332,25,TOT,others
2333,26,KG.2200,weight
2334,27,;RESA:,others
2335,28,CFR,incoterms
2336,29,;NOLO:,others
2337,30,MARE;,others
2338,31,;DESTINAZIONE:,others
2339,32,MP,others
2340,33,G,others
2341,34,AS,others
2342,35,CONTROLS,others
2343,36,SPA,others
2344,37,";VIA NEZIOLE, 2",others
2345,38,;,others
2346,39,25055,others
2347,40,PISOGNE (BS),others
2348,41,;,others
2349,42,;Da,others
2350,43,ritirare,others
2351,44,presso,others
2352,45,il,others
2353,46,nostro,others
2354,47,cliente:,others
2355,48,CASALE SWIFT APPLIANCE GROUP,others
2356,49,;,others
2357,50,14-16 Brooklyn Court,others
2358,51,;,others
2359,52,3061,others
2360,53,Campbellfield Victoria,others
2361,54,;,others
2362,55,AUSTRALIA,others
2363,56,;,others
2364,57,;La,others
2365,58,merce,others
2366,59,è,others
2367,60,pronta,others
2368,61,al,others
2369,62,ritiro.;,others
2370,63,;Rimango,others
2371,64,in,others
2372,65,attesa,others
2373,66,di,others
2374,67,un,others
2375,68,tuo,others
2376,69,gentile,others
2377,70,riscontro.;,others
2378,71,;Grazie,others
2379,72,mille;Cordiali,others
2380,73,saluti;,others
2381,74,;Federica,others
2382,75,Damisella;Logistic,others
2383,76,Dept.;,others
2384,77,;;MP,others
2385,78,GAS CONTROLS S.p.A.,company
2386,79,;,others
2387,80,Via Neziole 2,others
2388,81,-,others
2389,82,25055,others
2390,83,Pisogne (BS),others
2391,84,-,others
2392,85,Italy,others
2393,0,;,others
2394,1,;Buongiorno,others
2395,2,"Dario,;",others
2396,3,;sono,others
2397,4,con,others
2398,5,la,others
2399,6,presente,others
2400,7,a,others
2401,8,chiederVi,others
2402,9,quotazione,others
2403,10,C&F,others
2404,11,per,others
2405,12,spedizione,others
2406,13,pronta,others
2407,14,il,others
2408,15,7-Jul,others
2409,16,(SE PAGA) via aerea TISAS TURCHIA,others
2410,17,61900,others
2411,18,ARSIN TRABZON:,others
2412,19,;,others
2413,20,;NR.,others
2414,21,31,quantity
2415,22,CARTONI,package_type
